   -2     -2     -1  -0.0282843  -0.0042426
   -2     -1     -2  -0.0282843  -0.0042426
   -2     -1      0  -0.0282843   0.0042426
   -2      0     -1  -0.0282843   0.0042426
   -1     -2     -2  -0.0282843  -0.0042426
   -1     -2      0  -0.0282843   0.0042426
   -1     -1     -1   0.0890955   0.0240416
   -1     -1      0   0.0000000   0.0330000
   -1     -1      1   0.0282843   0.0042426
   -1      0     -2  -0.0282843   0.0042426
   -1      0     -1   0.0000000   0.0330000
   -1      0      0  -0.0890955   0.0240416
   -1      1     -1   0.0282843   0.0042426
   -1      1      1   0.0282843  -0.0042426
    0     -2     -1  -0.0282843   0.0042426
    0     -1     -2  -0.0282843   0.0042426
    0     -1     -1   0.0000000   0.0330000
    0     -1      0  -0.0890955   0.0240416
    0      0     -1  -0.0890955   0.0240416
    0      0      1  -0.0890955  -0.0240416
    0      1      0  -0.0890955  -0.0240416
    0      1      1   0.0000000  -0.0330000
    0      1      2  -0.0282843  -0.0042426
    0      2      1  -0.0282843  -0.0042426
    1     -1     -1   0.0282843   0.0042426
    1     -1      1   0.0282843  -0.0042426
    1      0      0  -0.0890955  -0.0240416
    1      0      1   0.0000000  -0.0330000
    1      0      2  -0.0282843  -0.0042426
    1      1     -1   0.0282843  -0.0042426
    1      1      0   0.0000000  -0.0330000
    1      1      1   0.0890955  -0.0240416
    1      2      0  -0.0282843  -0.0042426
    1      2      2  -0.0282843   0.0042426
    2      0      1  -0.0282843  -0.0042426
    2      1      0  -0.0282843  -0.0042426
    2      1      2  -0.0282843   0.0042426
    2      2      1  -0.0282843   0.0042426
