   -2     -2     -1  -0.0123744   0.0000000
   -2     -1     -2  -0.0123744   0.0000000
   -2     -1     -1  -0.0190000   0.0000000
   -2     -1      0  -0.0123744   0.0000000
   -2      0     -1  -0.0123744   0.0000000
   -1     -2     -2  -0.0123744   0.0000000
   -1     -2     -1  -0.0190000   0.0000000
   -1     -2      0  -0.0123744   0.0000000
   -1     -1     -2  -0.0190000   0.0000000
   -1     -1     -1   0.0951059   0.0000000
   -1     -1      1   0.0123744   0.0000000
   -1      0     -2  -0.0123744   0.0000000
   -1      0      0  -0.0951059   0.0000000
   -1      0      1   0.0190000   0.0000000
   -1      1     -1   0.0123744   0.0000000
   -1      1      0   0.0190000   0.0000000
   -1      1      1   0.0123744   0.0000000
    0     -2     -1  -0.0123744   0.0000000
    0     -1     -2  -0.0123744   0.0000000
    0     -1      0  -0.0951059   0.0000000
    0     -1      1   0.0190000   0.0000000
    0      0     -1  -0.0951059   0.0000000
    0      0      1  -0.0951059   0.0000000
    0      1     -1   0.0190000   0.0000000
    0      1      0  -0.0951059   0.0000000
    0      1      2  -0.0123744   0.0000000
    0      2      1  -0.0123744   0.0000000
    1     -1     -1   0.0123744   0.0000000
    1     -1      0   0.0190000   0.0000000
    1     -1      1   0.0123744   0.0000000
    1      0     -1   0.0190000   0.0000000
    1      0      0  -0.0951059   0.0000000
    1      0      2  -0.0123744   0.0000000
    1      1     -1   0.0123744   0.0000000
    1      1      1   0.0951059   0.0000000
    1      1      2  -0.0190000   0.0000000
    1      2      0  -0.0123744   0.0000000
    1      2      1  -0.0190000   0.0000000
    1      2      2  -0.0123744   0.0000000
    2      0      1  -0.0123744   0.0000000
    2      1      0  -0.0123744   0.0000000
    2      1      1  -0.0190000   0.0000000
    2      1      2  -0.0123744   0.0000000
    2      2      1  -0.0123744   0.0000000
